2505031,MATH110,L2T1,2025-06-25,2005057458,A2
2505031,MATH123,L2T1,2025-06-25,2005057458,A
2505031,MATH124,L2T1,2025-06-25,2005057458,A2
2505031,MATH117,L2T1,2025-06-25,2005057458,A
2505031,MATH118,L2T1,2025-06-25,2005057458,A2
2505031,MATH122,L2T1,2025-06-25,2005057458,A2
2505031,EEE122,L2T1,2025-06-25,2005057458,A2
2505031,CSE123,L2T1,2025-06-25,2005057458,A
2505032,MATH146,L3T2,2025-06-25,2023039486,A2
2505032,MATH145,L3T2,2025-06-25,2023039486,A
2505032,MATH148,L3T2,2025-06-25,2023039486,A2
2505032,MATH144,L3T2,2025-06-25,2023039486,A2
2505032,MATH147,L3T2,2025-06-25,2023039486,A
2505032,MATH143,L3T2,2025-06-25,2023039486,A
2505032,CE148,L3T2,2025-06-25,2023039486,A2
2505032,MME148,L3T2,2025-06-25,2023039486,A2
2505033,MATH124,L2T1,2025-06-25,2020125390,A2
2505033,MATH123,L2T1,2025-06-25,2020125390,A
2505033,MATH122,L2T1,2025-06-25,2020125390,A2
2505033,MATH119,L2T1,2025-06-25,2020125390,A
2505033,MATH117,L2T1,2025-06-25,2020125390,A
2505033,MATH118,L2T1,2025-06-25,2020125390,A2
2505033,CHE118,L2T1,2025-06-25,2020125390,A2
2505033,CSE122,L2T1,2025-06-25,2020125390,A2
2505034,MATH100,L1T2,2025-06-25,2024068666,A2
2505034,MATH115,L1T2,2025-06-25,2024068666,A
2505034,MATH109,L1T2,2025-06-25,2024068666,A
2505034,MATH113,L1T2,2025-06-25,2024068666,A
2505034,MATH114,L1T2,2025-06-25,2024068666,A2
2505034,MATH111,L1T2,2025-06-25,2024068666,A
2505034,CSE116,L1T2,2025-06-25,2024068666,A2
2505034,ARC110,L1T2,2025-06-25,2024068666,A2
2505035,MATH134,L3T1,2025-06-25,2023039486,A2
2505035,MATH133,L3T1,2025-06-25,2023039486,A
2505035,MATH136,L3T1,2025-06-25,2023039486,A2
2505035,MATH139,L3T1,2025-06-25,2023039486,A
2505035,MATH137,L3T1,2025-06-25,2023039486,A
2505035,MATH135,L3T1,2025-06-25,2023039486,A
2505035,CHM135,L3T1,2025-06-25,2023039486,A
2505035,PHY133,L3T1,2025-06-25,2023039486,A
2505036,MATH115,L1T2,2025-06-25,2005103480,A
2505036,MATH112,L1T2,2025-06-25,2005103480,A2
2505036,MATH109,L1T2,2025-06-25,2005103480,A
2505036,MATH100,L1T2,2025-06-25,2005103480,A2
2505036,MATH111,L1T2,2025-06-25,2005103480,A
2505036,MATH113,L1T2,2025-06-25,2005103480,A
2505036,CHE100,L1T2,2025-06-25,2005103480,A2
2505036,CE113,L1T2,2025-06-25,2005103480,A
2505037,MATH136,L3T1,2025-06-25,2005103480,A2
2505037,MATH138,L3T1,2025-06-25,2005103480,A2
2505037,MATH134,L3T1,2025-06-25,2005103480,A2
2505037,MATH130,L3T1,2025-06-25,2005103480,A2
2505037,MATH137,L3T1,2025-06-25,2005103480,A
2505037,MATH133,L3T1,2025-06-25,2005103480,A
2505037,CHE134,L3T1,2025-06-25,2005103480,A2
2505037,PHY134,L3T1,2025-06-25,2005103480,A2
2505038,MATH129,L2T2,2025-06-25,2017093777,A
2505038,MATH126,L2T2,2025-06-25,2017093777,A2
2505038,MATH127,L2T2,2025-06-25,2017093777,A
2505038,MATH125,L2T2,2025-06-25,2017093777,A
2505038,MATH132,L2T2,2025-06-25,2017093777,A2
2505038,MATH128,L2T2,2025-06-25,2017093777,A2
2505038,ME127,L2T2,2025-06-25,2017093777,A
2505038,EEE128,L2T2,2025-06-25,2017093777,A2
2505039,MATH109,L1T2,2025-06-25,2013111536,A
2505039,MATH115,L1T2,2025-06-25,2013111536,A
2505039,MATH100,L1T2,2025-06-25,2013111536,A2
2505039,MATH112,L1T2,2025-06-25,2013111536,A2
2505039,MATH116,L1T2,2025-06-25,2013111536,A2
2505039,MATH114,L1T2,2025-06-25,2013111536,A2
2505039,MME113,L1T2,2025-06-25,2013111536,A
2505039,CSE111,L1T2,2025-06-25,2013111536,A
2505040,MATH134,L3T1,2025-06-25,2023039486,A2
2505040,MATH139,L3T1,2025-06-25,2023039486,A
2505040,MATH130,L3T1,2025-06-25,2023039486,A2
2505040,MATH137,L3T1,2025-06-25,2023039486,A
2505040,MATH135,L3T1,2025-06-25,2023039486,A
2505040,MATH133,L3T1,2025-06-25,2023039486,A
2505040,EEE137,L3T1,2025-06-25,2023039486,A
2505040,MME133,L3T1,2025-06-25,2023039486,A
2505041,MATH157,L4T2,2025-06-25,2005103480,A
2505041,MATH164,L4T2,2025-06-25,2005103480,A2
2505041,MATH163,L4T2,2025-06-25,2005103480,A
2505041,MATH150,L4T2,2025-06-25,2005103480,A2
2505041,MATH158,L4T2,2025-06-25,2005103480,A2
2505041,MATH161,L4T2,2025-06-25,2005103480,A
2505041,CSE157,L4T2,2025-06-25,2005103480,A
2505041,NCE159,L4T2,2025-06-25,2005103480,A
2505042,MATH119,L2T1,2025-06-25,2020125390,A
2505042,MATH123,L2T1,2025-06-25,2020125390,A
2505042,MATH124,L2T1,2025-06-25,2020125390,A2
2505042,MATH122,L2T1,2025-06-25,2020125390,A2
2505042,MATH110,L2T1,2025-06-25,2020125390,A2
2505042,MATH121,L2T1,2025-06-25,2020125390,A
2505042,EEE124,L2T1,2025-06-25,2020125390,A2
2505042,CSE110,L2T1,2025-06-25,2020125390,A2
2505043,MATH134,L3T1,2025-06-25,2025017087,A2
2505043,MATH138,L3T1,2025-06-25,2025017087,A2
2505043,MATH133,L3T1,2025-06-25,2025017087,A
2505043,MATH135,L3T1,2025-06-25,2025017087,A
2505043,MATH130,L3T1,2025-06-25,2025017087,A2
2505043,MATH137,L3T1,2025-06-25,2025017087,A
2505043,CSE136,L3T1,2025-06-25,2025017087,A2
2505043,CSE138,L3T1,2025-06-25,2025017087,A2
2505044,MATH113,L1T2,2025-06-25,2020125390,A
2505044,MATH115,L1T2,2025-06-25,2020125390,A
2505044,MATH116,L1T2,2025-06-25,2020125390,A2
2505044,MATH112,L1T2,2025-06-25,2020125390,A2
2505044,MATH109,L1T2,2025-06-25,2020125390,A
2505044,MATH114,L1T2,2025-06-25,2020125390,A2
2505044,MME112,L1T2,2025-06-25,2020125390,A2
2505044,CE109,L1T2,2025-06-25,2020125390,A
2505045,MATH102,L1T1,2025-06-25,2013111536,A2
2505045,MATH106,L1T1,2025-06-25,2013111536,A2
2505045,MATH107,L1T1,2025-06-25,2013111536,A
2505045,MATH101,L1T1,2025-06-25,2013111536,A
2505045,MATH108,L1T1,2025-06-25,2013111536,A2
2505045,MATH104,L1T1,2025-06-25,2013111536,A2
2505045,CHE107,L1T1,2025-06-25,2013111536,A
2505045,CE103,L1T1,2025-06-25,2013111536,A
2505046,MATH110,L2T1,2025-06-25,2018063672,A2
2505046,MATH119,L2T1,2025-06-25,2018063672,A
2505046,MATH124,L2T1,2025-06-25,2018063672,A2
2505046,MATH118,L2T1,2025-06-25,2018063672,A2
2505046,MATH122,L2T1,2025-06-25,2018063672,A2
2505046,MATH117,L2T1,2025-06-25,2018063672,A
2505046,NCE118,L2T1,2025-06-25,2018063672,A2
2505046,EEE123,L2T1,2025-06-25,2018063672,A
2505047,MATH162,L4T2,2025-06-25,2007021629,A2
2505047,MATH163,L4T2,2025-06-25,2007021629,A
2505047,MATH164,L4T2,2025-06-25,2007021629,A2
2505047,MATH157,L4T2,2025-06-25,2007021629,A
2505047,MATH158,L4T2,2025-06-25,2007021629,A2
2505047,MATH159,L4T2,2025-06-25,2007021629,A
2505047,NCE164,L4T2,2025-06-25,2007021629,A2
2505047,ARC159,L4T2,2025-06-25,2007021629,A
2505048,MATH119,L2T1,2025-06-25,2007021629,A
2505048,MATH117,L2T1,2025-06-25,2007021629,A
2505048,MATH123,L2T1,2025-06-25,2007021629,A
2505048,MATH121,L2T1,2025-06-25,2007021629,A
2505048,MATH122,L2T1,2025-06-25,2007021629,A2
2505048,MATH124,L2T1,2025-06-25,2007021629,A2
2505048,NCE124,L2T1,2025-06-25,2007021629,A2
2505048,NCE121,L2T1,2025-06-25,2007021629,A
2505049,MATH109,L1T2,2025-06-25,2020125390,A
2505049,MATH100,L1T2,2025-06-25,2020125390,A2
2505049,MATH111,L1T2,2025-06-25,2020125390,A
2505049,MATH112,L1T2,2025-06-25,2020125390,A2
2505049,MATH113,L1T2,2025-06-25,2020125390,A
2505049,MATH114,L1T2,2025-06-25,2020125390,A2
2505049,ME100,L1T2,2025-06-25,2020125390,A2
2505049,NCE115,L1T2,2025-06-25,2020125390,A
2505050,MATH126,L2T2,2025-06-25,2025017087,A2
2505050,MATH132,L2T2,2025-06-25,2025017087,A2
2505050,MATH125,L2T2,2025-06-25,2025017087,A
2505050,MATH129,L2T2,2025-06-25,2025017087,A
2505050,MATH120,L2T2,2025-06-25,2025017087,A2
2505050,MATH127,L2T2,2025-06-25,2025017087,A
2505050,CHM126,L2T2,2025-06-25,2025017087,A2
2505050,ARC129,L2T2,2025-06-25,2025017087,A
2505051,MATH113,L1T2,2025-06-25,2020125390,A
2505051,MATH109,L1T2,2025-06-25,2020125390,A
2505051,MATH114,L1T2,2025-06-25,2020125390,A2
2505051,MATH115,L1T2,2025-06-25,2020125390,A
2505051,MATH116,L1T2,2025-06-25,2020125390,A2
2505051,MATH111,L1T2,2025-06-25,2020125390,A
2505051,ME112,L1T2,2025-06-25,2020125390,A2
2505051,EEE116,L1T2,2025-06-25,2020125390,A2
2505052,MATH147,L3T2,2025-06-25,2020083706,A
2505052,MATH148,L3T2,2025-06-25,2020083706,A2
2505052,MATH146,L3T2,2025-06-25,2020083706,A2
2505052,MATH145,L3T2,2025-06-25,2020083706,A
2505052,MATH144,L3T2,2025-06-25,2020083706,A2
2505052,MATH143,L3T2,2025-06-25,2020083706,A
2505052,ARC147,L3T2,2025-06-25,2020083706,A
2505052,CHM146,L3T2,2025-06-25,2020083706,A2
2505053,MATH124,L2T1,2025-06-25,2024025822,A2
2505053,MATH122,L2T1,2025-06-25,2024025822,A2
2505053,MATH119,L2T1,2025-06-25,2024025822,A
2505053,MATH117,L2T1,2025-06-25,2024025822,A
2505053,MATH110,L2T1,2025-06-25,2024025822,A2
2505053,MATH118,L2T1,2025-06-25,2024025822,A2
2505053,EEE117,L2T1,2025-06-25,2024025822,A
2505053,CHE118,L2T1,2025-06-25,2024025822,A2
2505054,MATH144,L3T2,2025-06-25,2024068666,A2
2505054,MATH147,L3T2,2025-06-25,2024068666,A
2505054,MATH143,L3T2,2025-06-25,2024068666,A
2505054,MATH148,L3T2,2025-06-25,2024068666,A2
2505054,MATH142,L3T2,2025-06-25,2024068666,A2
2505054,MATH146,L3T2,2025-06-25,2024068666,A2
2505054,ARC141,L3T2,2025-06-25,2024068666,A
2505054,NCE147,L3T2,2025-06-25,2024068666,A
2505055,MATH129,L2T2,2025-06-25,2004045308,A
2505055,MATH131,L2T2,2025-06-25,2004045308,A
2505055,MATH128,L2T2,2025-06-25,2004045308,A2
2505055,MATH132,L2T2,2025-06-25,2004045308,A2
2505055,MATH120,L2T2,2025-06-25,2004045308,A2
2505055,MATH127,L2T2,2025-06-25,2004045308,A
2505055,PHY126,L2T2,2025-06-25,2004045308,A2
2505055,ARC127,L2T2,2025-06-25,2004045308,A
2505056,MATH149,L4T1,2025-06-25,2013124804,A
2505056,MATH140,L4T1,2025-06-25,2013124804,A2
2505056,MATH151,L4T1,2025-06-25,2013124804,A
2505056,MATH152,L4T1,2025-06-25,2013124804,A2
2505056,MATH153,L4T1,2025-06-25,2013124804,A
2505056,MATH154,L4T1,2025-06-25,2013124804,A2
2505056,CHE156,L4T1,2025-06-25,2013124804,A2
2505056,CHM153,L4T1,2025-06-25,2013124804,A
2505057,MATH100,L1T2,2025-06-25,2009013966,A2
2505057,MATH109,L1T2,2025-06-25,2009013966,A
2505057,MATH112,L1T2,2025-06-25,2009013966,A2
2505057,MATH113,L1T2,2025-06-25,2009013966,A
2505057,MATH114,L1T2,2025-06-25,2009013966,A2
2505057,MATH116,L1T2,2025-06-25,2009013966,A2
2505057,PHY115,L1T2,2025-06-25,2009013966,A
2505057,CHE114,L1T2,2025-06-25,2009013966,A2
2505058,MATH159,L4T2,2025-06-25,2013111536,A
2505058,MATH158,L4T2,2025-06-25,2013111536,A2
2505058,MATH162,L4T2,2025-06-25,2013111536,A2
2505058,MATH164,L4T2,2025-06-25,2013111536,A2
2505058,MATH150,L4T2,2025-06-25,2013111536,A2
2505058,MATH157,L4T2,2025-06-25,2013111536,A
2505058,MME159,L4T2,2025-06-25,2013111536,A
2505058,CE161,L4T2,2025-06-25,2013111536,A
2505059,MATH121,L2T1,2025-06-25,2014027793,A
2505059,MATH119,L2T1,2025-06-25,2014027793,A
2505059,MATH110,L2T1,2025-06-25,2014027793,A2
2505059,MATH123,L2T1,2025-06-25,2014027793,A
2505059,MATH118,L2T1,2025-06-25,2014027793,A2
2505059,MATH117,L2T1,2025-06-25,2014027793,A
2505059,CE119,L2T1,2025-06-25,2014027793,A
2505059,CSE110,L2T1,2025-06-25,2014027793,A2
2505060,MATH150,L4T2,2025-06-25,2007021629,B1
2505060,MATH158,L4T2,2025-06-25,2007021629,B1
2505060,MATH162,L4T2,2025-06-25,2007021629,B1
2505060,MATH157,L4T2,2025-06-25,2007021629,B
2505060,MATH161,L4T2,2025-06-25,2007021629,B
2505060,MATH164,L4T2,2025-06-25,2007021629,B1
2505060,CSE161,L4T2,2025-06-25,2007021629,B
2505060,PHY162,L4T2,2025-06-25,2007021629,B1
2505061,MATH104,L1T1,2025-06-25,2005116724,B1
2505061,MATH102,L1T1,2025-06-25,2005116724,B1
2505061,MATH107,L1T1,2025-06-25,2005116724,B
2505061,MATH106,L1T1,2025-06-25,2005116724,B1
2505061,MATH101,L1T1,2025-06-25,2005116724,B
2505061,MATH108,L1T1,2025-06-25,2005116724,B1
2505061,ARC105,L1T1,2025-06-25,2005116724,B
2505061,EEE107,L1T1,2025-06-25,2005116724,B
2505062,MATH125,L2T2,2025-06-25,2023039486,B
2505062,MATH126,L2T2,2025-06-25,2023039486,B1
2505062,MATH120,L2T2,2025-06-25,2023039486,B1
2505062,MATH129,L2T2,2025-06-25,2023039486,B
2505062,MATH127,L2T2,2025-06-25,2023039486,B
2505062,MATH132,L2T2,2025-06-25,2023039486,B1
2505062,NCE132,L2T2,2025-06-25,2023039486,B1
2505062,MME125,L2T2,2025-06-25,2023039486,B
2505063,MATH104,L1T1,2025-06-25,2021031314,B1
2505063,MATH103,L1T1,2025-06-25,2021031314,B
2505063,MATH108,L1T1,2025-06-25,2021031314,B1
2505063,MATH105,L1T1,2025-06-25,2021031314,B
2505063,MATH106,L1T1,2025-06-25,2021031314,B1
2505063,MATH102,L1T1,2025-06-25,2021031314,B1
2505063,EEE108,L1T1,2025-06-25,2021031314,B1
2505063,MME106,L1T1,2025-06-25,2021031314,B1
2505064,MATH129,L2T2,2025-06-25,2018111187,B
2505064,MATH131,L2T2,2025-06-25,2018111187,B
2505064,MATH132,L2T2,2025-06-25,2018111187,B1
2505064,MATH120,L2T2,2025-06-25,2018111187,B1
2505064,MATH128,L2T2,2025-06-25,2018111187,B1
2505064,MATH127,L2T2,2025-06-25,2018111187,B
2505064,NCE125,L2T2,2025-06-25,2018111187,B
2505064,BME125,L2T2,2025-06-25,2018111187,B
2505065,MATH108,L1T1,2025-06-25,2025017087,B1
2505065,MATH101,L1T1,2025-06-25,2025017087,B
2505065,MATH106,L1T1,2025-06-25,2025017087,B1
